,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.264,5.032
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.568,6.648
3,cv_no3,"[160, 317, 161]",34,0.477,6.699
4,cv_no4,"[305, 326, 222]",34,0.029,1.5329999999999997
5,cv_no5,"[127, 368, 17]",34,0.639,6.144
6,cv_no6,"[24, 349, 184]",34,0.32,3.348
7,cv_no7,"[178, 353, 179]",34,0.281,3.8370000000000006
8,cv_no8,"[272, 386, 335]",34,0.032,0.496
9,cv_no9,"[297, 390, 224]",34,0.218,2.805
10,cv_no10,"[16, 320, 120]",34,0.637,5.914
11,cv_no11,"[168, 350, 169]",34,0.022,2.6909999999999994
12,cv_no12,"[129, 319, 130]",34,0.887,8.448
13,cv_no13,"[188, 351, 189]",34,0.336,3.018
14,cv_no14,"[283, 306, 46]",34,0.07,0.9269999999999998
15,cv_no15,"[194, 354, 195]",34,0.139,1.5239999999999998
16,cv_no16,"[293, 325, 236]",34,0.538,5.185
17,cv_no17,"[192, 355, 193]",34,0.199,1.172
18,cv_no18,"[44, 394, 284]",34,0.013,0.21400000000000008
19,cv_no19,"[218, 404, 252]",34,0.006,3.3619999999999997
20,cv_no20,"[303, 362, 176]",34,0.255,3.758
21,cv_no21,"[247, 300, 251]",34,0.229,6.02
22,cv_no22,"[304, 364, 182]",34,0.263,3.0230000000000006
23,cv_no23,"[181, 365, 304]",34,0.261,3.1260000000000003
24,cv_no24,"[243, 298, 234]",34,0.533,5.014
25,cv_no25,"[319, 347, 246]",34,0.786,7.5649999999999995
26,cv_no26,"[31, 372, 1]",34,0.134,1.283
27,cv_no27,"[23, 361, 303]",34,0.253,3.863
28,cv_no28,"[241, 262, 227]",34,0.988,9.978
29,cv_no29,"[146, 333, 290]",34,0.809,8.413
30,cv_no30,"[249, 384, 366]",34,0.003,0.22300000000000003
31,cv_no31,"[320, 323, 234]",34,0.555,5.195999999999999
32,cv_no32,"[167, 308, 22]",34,2.555,34.134
33,cv_no33,"[37, 313, 36]",34,0.014,0.5020000000000001
34,cv_no34,"[378, 379, 170]",34,0.269,5.217
35,cv_no35,"[244, 348, 324]",34,0.591,5.731
36,cv_no36,"[235, 363, 318]",34,0.003,0.36300000000000004
37,cv_no37,"[228, 250, 247]",34,0.042,3.6029999999999998
38,cv_no38,"[131, 332, 132]",34,1.083,10.421000000000001
39,cv_no39,"[242, 332, 291]",34,0.897,8.718
40,cv_no40,"[225, 340, 236]",34,0.553,5.34
41,cv_no41,"[244, 395, 257]",34,0.68,6.5809999999999995
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.255,5.281
44,cv_no44,"[126, 348, 127]",34,0.555,5.409
45,cv_no45,"[163, 321, 296]",34,0.2,2.5140000000000002
46,cv_no46,"[252, 357, 329]",34,0.11,4.164000000000001
