,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.164,8.265999999999998
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.309,13.061000000000002
3,cv_no3,"[160, 317, 161]",34,0.266,12.127000000000002
4,cv_no4,"[305, 326, 222]",34,0.009,1.7809999999999993
5,cv_no5,"[127, 368, 17]",34,0.351,13.392999999999997
6,cv_no6,"[24, 349, 184]",34,0.177,6.982
7,cv_no7,"[178, 353, 179]",34,0.165,7.157999999999999
8,cv_no8,"[272, 386, 335]",34,0.019,0.8780000000000003
9,cv_no9,"[297, 390, 224]",34,0.126,5.352999999999999
10,cv_no10,"[16, 320, 120]",34,0.342,13.008000000000001
11,cv_no11,"[168, 350, 169]",34,0.001,2.796999999999999
12,cv_no12,"[129, 319, 130]",34,0.483,18.427000000000003
13,cv_no13,"[188, 351, 189]",34,0.18,6.747000000000001
14,cv_no14,"[283, 306, 46]",34,0.04,1.7379999999999998
15,cv_no15,"[194, 354, 195]",34,0.076,3.0740000000000007
16,cv_no16,"[293, 325, 236]",34,0.294,11.257
17,cv_no17,"[192, 355, 193]",34,0.101,3.33
18,cv_no18,"[44, 394, 284]",34,0.008,0.3720000000000002
19,cv_no19,"[218, 404, 252]",34,0.016,3.5699999999999994
20,cv_no20,"[303, 362, 176]",34,0.149,6.764999999999999
21,cv_no21,"[247, 300, 251]",34,0.139,8.754999999999995
22,cv_no22,"[304, 364, 182]",34,0.149,6.061
23,cv_no23,"[181, 365, 304]",34,0.149,6.155999999999999
24,cv_no24,"[243, 298, 234]",34,0.288,10.975
25,cv_no25,"[319, 347, 246]",34,0.43,16.438999999999997
26,cv_no26,"[31, 372, 1]",34,0.073,2.7840000000000003
27,cv_no27,"[23, 361, 303]",34,0.149,6.851
28,cv_no28,"[241, 262, 227]",34,0.546,21.210999999999995
29,cv_no29,"[146, 333, 290]",34,0.445,17.611000000000004
30,cv_no30,"[249, 384, 366]",34,0.003,0.2750000000000001
31,cv_no31,"[320, 323, 234]",34,0.299,11.386999999999999
32,cv_no32,"[167, 308, 22]",34,1.428,63.373
33,cv_no33,"[37, 313, 36]",34,0.006,0.6390000000000002
34,cv_no34,"[378, 379, 170]",34,0.158,8.383
35,cv_no35,"[244, 348, 324]",34,0.323,12.409
36,cv_no36,"[235, 363, 318]",34,0.0,0.37600000000000006
37,cv_no37,"[228, 250, 247]",34,0.037,4.236999999999999
38,cv_no38,"[131, 332, 132]",34,0.59,22.618000000000002
39,cv_no39,"[242, 332, 291]",34,0.491,18.85
40,cv_no40,"[225, 340, 236]",34,0.302,11.569999999999997
41,cv_no41,"[244, 395, 257]",34,0.372,14.263
42,cv_no42,"[117, 399, 116]",34,0.0,0.008
43,cv_no43,"[149, 329, 150]",34,0.128,8.027
44,cv_no44,"[126, 348, 127]",34,0.305,11.699
45,cv_no45,"[163, 321, 296]",34,0.117,4.873
46,cv_no46,"[252, 357, 329]",34,0.045,5.236000000000002
47,cv_no47,"[123, 325, 124]",34,0.28,10.72
48,cv_no48,"[245, 250, 228]",34,0.037,4.213
49,cv_no49,"[145, 333, 146]",34,0.457,18.059
50,cv_no50,"[238, 239, 28]",34,0.128,4.961000000000001
51,cv_no51,"[229, 341, 217]",34,0.091,4.347
52,cv_no52,"[164, 337, 165]",34,0.341,14.111999999999998
53,cv_no53,"[150, 357, 151]",34,0.024,5.971000000000002
54,cv_no54,"[292, 384, 249]",34,0.001,0.11900000000000004
55,cv_no55,"[190, 356, 191]",34,0.165,6.092000000000001
56,cv_no56,"[291, 332, 131]",34,0.567,21.792
57,cv_no57,"[159, 334, 21]",34,0.128,12.272000000000002
58,cv_no58,"[275, 386, 221]",34,0.049,2.2949999999999995
59,cv_no59,"[234, 373, 225]",34,0.256,9.769
60,cv_no60,"[20, 370, 152]",34,0.145,9.587999999999997
61,cv_no61,"[250, 309, 247]",34,0.132,8.600999999999997
62,cv_no62,"[162, 321, 163]",34,0.071,2.8140000000000005
63,cv_no63,"[196, 359, 197]",34,0.19,7.279000000000001
64,cv_no64,"[230, 398, 253]",34,0.113,6.860000000000001
65,cv_no65,"[313, 363, 235]",34,0.005,0.8700000000000003
66,cv_no66,"[287, 321, 162]",34,0.033,1.586
67,cv_no67,"[389, 396, 217]",34,0.033,3.3239999999999994
68,cv_no68,"[348, 368, 127]",34,0.298,11.452
69,cv_no69,"[130, 319, 291]",34,0.504,19.326999999999998
70,cv_no70,"[198, 360, 199]",34,0.385,14.536999999999999
71,cv_no71,"[261, 334, 245]",34,0.065,7.621000000000001
72,cv_no72,"[236, 325, 299]",34,0.294,11.257
73,cv_no73,"[128, 347, 129]",34,0.431,16.469
74,cv_no74,"[125, 324, 126]",34,0.292,11.215000000000002
75,cv_no75,"[16, 323, 320]",34,0.388,14.776999999999996
