,no,cv_no,region,temp_I,integ_I
0,cv_no0,"[173, 352, 174]",34,0.236,5.7669999999999995
1,cv_no1,"[116, 384, 292]",34,0.0,0.064
2,cv_no2,"[290, 328, 147]",34,0.487,8.184
3,cv_no3,"[160, 317, 161]",34,0.408,7.986
4,cv_no4,"[305, 326, 222]",34,0.022,1.6049999999999998
5,cv_no5,"[127, 368, 17]",34,0.548,7.872000000000001
6,cv_no6,"[24, 349, 184]",34,0.274,4.212999999999999
7,cv_no7,"[178, 353, 179]",34,0.247,4.61
8,cv_no8,"[272, 386, 335]",34,0.028,0.5840000000000001
9,cv_no9,"[297, 390, 224]",34,0.19,3.4010000000000002
10,cv_no10,"[16, 320, 120]",34,0.539,7.619999999999999
11,cv_no11,"[168, 350, 169]",34,0.014,2.7399999999999993
12,cv_no12,"[129, 319, 130]",34,0.756,10.836
13,cv_no13,"[188, 351, 189]",34,0.284,3.9169999999999994
14,cv_no14,"[283, 306, 46]",34,0.061,1.1179999999999997
15,cv_no15,"[194, 354, 195]",34,0.117,1.896
16,cv_no16,"[293, 325, 236]",34,0.459,6.635999999999999
17,cv_no17,"[192, 355, 193]",34,0.166,1.6999999999999997
18,cv_no18,"[44, 394, 284]",34,0.012,0.2510000000000001
19,cv_no19,"[218, 404, 252]",34,0.01,3.3869999999999996
20,cv_no20,"[303, 362, 176]",34,0.223,4.457999999999999
21,cv_no21,"[247, 300, 251]",34,0.2,6.646999999999999
22,cv_no22,"[304, 364, 182]",34,0.228,3.7390000000000008
23,cv_no23,"[181, 365, 304]",34,0.227,3.8380000000000005
24,cv_no24,"[243, 298, 234]",34,0.452,6.444
25,cv_no25,"[319, 347, 246]",34,0.671,9.684
26,cv_no26,"[31, 372, 1]",34,0.114,1.643
27,cv_no27,"[23, 361, 303]",34,0.221,4.556
28,cv_no28,"[241, 262, 227]",34,0.848,12.651
29,cv_no29,"[146, 333, 290]",34,0.696,10.607000000000001
30,cv_no30,"[249, 384, 366]",34,0.004,0.23300000000000004
31,cv_no31,"[320, 323, 234]",34,0.47,6.683999999999998
32,cv_no32,"[167, 308, 22]",34,2.198,41.058
33,cv_no33,"[37, 313, 36]",34,0.011,0.5380000000000001
34,cv_no34,"[378, 379, 170]",34,0.234,5.951
35,cv_no35,"[244, 348, 324]",34,0.505,7.326
